word,lemma,is_loanword,donor_language,donor_family,source_word,semantic_domain,confidence
восток,восток,1,Greek/Latin,Indo-European/Classical,,,0.88
гадес,гадес,1,Greek/Latin,Indo-European/Classical,,,0.88
газ,газ,1,Greek/Latin,Indo-European/Classical,,,0.88
галактика,галактика,1,Greek/Latin,Indo-European/Classical,,,0.88
галина,галина,1,Greek/Latin,Indo-European/Classical,,,0.88
гамбит,гамбит,1,Greek/Latin,Indo-European/Classical,,,0.88
гангрена,гангрена,1,Greek/Latin,Indo-European/Classical,,,0.88
гармония,гармония,1,Greek/Latin,Indo-European/Classical,,,0.88
геба,геб,1,Greek/Latin,Indo-European/Classical,,,0.88
гегемония,гегемония,1,Greek/Latin,Indo-European/Classical,,,0.88
геенна,геенна,1,Greek/Latin,Indo-European/Classical,,,0.88
геката,гекат,1,Greek/Latin,Indo-European/Classical,,,0.88
гекатомба,гекатомба,1,Greek/Latin,Indo-European/Classical,,,0.88
гектар,гектар,1,Greek/Latin,Indo-European/Classical,,,0.88
гелиамфора,гелиамфора,1,Greek/Latin,Indo-European/Classical,,,0.88
гелий,гелий,1,Greek/Latin,Indo-European/Classical,,,0.88
геморрагия,геморрагия,1,Greek/Latin,Indo-European/Classical,,,0.88
генеалогия,генеалогия,1,Greek/Latin,Indo-European/Classical,,,0.88
генезис,генезис,1,Greek/Latin,Indo-European/Classical,,,0.88
геннадий,геннадий,1,Greek/Latin,Indo-European/Classical,,,0.88
георгий,георгий,1,Greek/Latin,Indo-European/Classical,,,0.88
гера,гера,1,Greek/Latin,Indo-European/Classical,,,0.88
геракл,геракл,1,Greek/Latin,Indo-European/Classical,,,0.88
герасим,герасим,1,Greek/Latin,Indo-European/Classical,,,0.88
гермафродит,гермафродит,1,Greek/Latin,Indo-European/Classical,,,0.88
гермес,гермес,1,Greek/Latin,Indo-European/Classical,,,0.88
героиня,героиня,1,Greek/Latin,Indo-European/Classical,,,0.88
герой,герой,1,Greek/Latin,Indo-European/Classical,,,0.88
гесиод,гесиод,1,Greek/Latin,Indo-European/Classical,,,0.88
гесперорнис,гесперорнис,1,Greek/Latin,Indo-European/Classical,,,0.88
гестия,гестие,1,Greek/Latin,Indo-European/Classical,,,0.88
гефест,гефест,1,Greek/Latin,Indo-European/Classical,,,0.88
гидра,гидра,1,Greek/Latin,Indo-European/Classical,,,0.88
гидравлика,гидравлика,1,Greek/Latin,Indo-European/Classical,,,0.88
гиена,гиена,1,Greek/Latin,Indo-European/Classical,,,0.88
гимн,гимн,1,Greek/Latin,Indo-European/Classical,,,0.88
гимнаст,гимнаст,1,Greek/Latin,Indo-European/Classical,,,0.88
гипер-,гипер-,1,Greek/Latin,Indo-European/Classical,,,0.88
гипербола,гипербола,1,Greek/Latin,Indo-European/Classical,,,0.88
гиперлипидемия,гиперлипидемия,1,Greek/Latin,Indo-European/Classical,,,0.88
гипокауст,гипокауст,1,Greek/Latin,Indo-European/Classical,,,0.88
гипотенуза,гипотенуза,1,Greek/Latin,Indo-European/Classical,,,0.88
гиппопотам,гиппопотам,1,Greek/Latin,Indo-European/Classical,,,0.88
гитара,гитара,1,Greek/Latin,Indo-European/Classical,,,0.88
гликерия,гликерия,1,Greek/Latin,Indo-European/Classical,,,0.88
глиф,глиф,1,Greek/Latin,Indo-European/Classical,,,0.88
глициния,глициния,1,Greek/Latin,Indo-European/Classical,,,0.88
гнозис,гнозис,1,Greek/Latin,Indo-European/Classical,,,0.88
гон,гон,1,Greek/Latin,Indo-European/Classical,,,0.88
гордей,гордей,1,Greek/Latin,Indo-European/Classical,,,0.88
горизонт,горизонт,1,Greek/Latin,Indo-European/Classical,,,0.88
гормон,гормон,1,Greek/Latin,Indo-European/Classical,,,0.88
грамота,грамота,1,Greek/Latin,Indo-European/Classical,,,0.88
греция,греция,1,Greek/Latin,Indo-European/Classical,,,0.88
григорий,григорий,1,Greek/Latin,Indo-European/Classical,,,0.88
губернатор,губернатор,1,Greek/Latin,Indo-European/Classical,,,0.88
дамиан,дамиан,1,Greek/Latin,Indo-European/Classical,,,0.88
дательный,дательный,1,Greek/Latin,Indo-European/Classical,,,0.88
двукрылое,двукрылый,1,Greek/Latin,Indo-European/Classical,,,0.88
дельта,дельта,1,Greek/Latin,Indo-European/Classical,,,0.88
деметра,деметр,1,Greek/Latin,Indo-European/Classical,,,0.88
демография,демография,1,Greek/Latin,Indo-European/Classical,,,0.88
дендрит,дендрит,1,Greek/Latin,Indo-European/Classical,,,0.88
дендрохронология,дендрохронология,1,Greek/Latin,Indo-European/Classical,,,0.88
денис,денис,1,Greek/Latin,Indo-European/Classical,,,0.88
дерматин,дерматин,1,Greek/Latin,Indo-European/Classical,,,0.88
дзета,дзета,1,Greek/Latin,Indo-European/Classical,,,0.88
диагностика,диагностика,1,Greek/Latin,Indo-European/Classical,,,0.88
диаграмма,диаграмма,1,Greek/Latin,Indo-European/Classical,,,0.88
диадема,диадема,1,Greek/Latin,Indo-European/Classical,,,0.88
диакон,диакон,1,Greek/Latin,Indo-European/Classical,,,0.88
диаметр,диаметр,1,Greek/Latin,Indo-European/Classical,,,0.88
диапазон,диапазон,1,Greek/Latin,Indo-European/Classical,,,0.88
диарея,диарея,1,Greek/Latin,Indo-European/Classical,,,0.88
диафрагма,диафрагма,1,Greek/Latin,Indo-European/Classical,,,0.88
дигамма,дигамма,1,Greek/Latin,Indo-European/Classical,,,0.88
дидакт,дидакт,1,Greek/Latin,Indo-European/Classical,,,0.88
диез,диез,1,Greek/Latin,Indo-European/Classical,,,0.88
диканя,диканя,1,Greek/Latin,Indo-European/Classical,,,0.88
дилемма,дилемма,1,Greek/Latin,Indo-European/Classical,,,0.88
динозавр,динозавр,1,Greek/Latin,Indo-European/Classical,,,0.88
диод,диод,1,Greek/Latin,Indo-European/Classical,,,0.88
диодор,диодора,1,Greek/Latin,Indo-European/Classical,,,0.88
дионис,дионис,1,Greek/Latin,Indo-European/Classical,,,0.88
диск,диск,1,Greek/Latin,Indo-European/Classical,,,0.88
дискобол,дискобол,1,Greek/Latin,Indo-European/Classical,,,0.88
дистрофия,дистрофия,1,Greek/Latin,Indo-European/Classical,,,0.88
дисфория,дисфория,1,Greek/Latin,Indo-European/Classical,,,0.88
дифирамб,дифирамб,1,Greek/Latin,Indo-European/Classical,,,0.88
дифтонг,дифтонг,1,Greek/Latin,Indo-European/Classical,,,0.88
днестр,днестр,1,Greek/Latin,Indo-European/Classical,,,0.88
добродетель,добродетель,1,Greek/Latin,Indo-European/Classical,,,0.88
добродушный,добродушный,1,Greek/Latin,Indo-European/Classical,,,0.88
дорофей,дорофей,1,Greek/Latin,Indo-European/Classical,,,0.88
достоверный,достоверный,1,Greek/Latin,Indo-European/Classical,,,0.88
дракон,дракон,1,Greek/Latin,Indo-European/Classical,,,0.88
драма,драма,1,Greek/Latin,Indo-European/Classical,,,0.88
дуля,дуля,1,Greek/Latin,Indo-European/Classical,,,0.88
дыня,дыня,1,Greek/Latin,Indo-European/Classical,,,0.88
дьявол,дьявол,1,Greek/Latin,Indo-European/Classical,,,0.88
дьяк,дьяк,1,Greek/Latin,Indo-European/Classical,,,0.88
дьякон,дьякон,1,Greek/Latin,Indo-European/Classical,,,0.88
ева,ева,1,Greek/Latin,Indo-European/Classical,,,0.88
евангелие,евангелие,1,Greek/Latin,Indo-European/Classical,,,0.88
евдоким,евдоким,1,Greek/Latin,Indo-European/Classical,,,0.88
евдокия,евдокия,1,Greek/Latin,Indo-European/Classical,,,0.88
евнух,евнух,1,Greek/Latin,Indo-European/Classical,,,0.88
еврей,еврей,1,Greek/Latin,Indo-European/Classical,,,0.88
европа,европа,1,Greek/Latin,Indo-European/Classical,,,0.88
евсей,евсей,1,Greek/Latin,Indo-European/Classical,,,0.88
египет,египет,1,Greek/Latin,Indo-European/Classical,,,0.88
екатерина,екатерина,1,Greek/Latin,Indo-European/Classical,,,0.88
ектенья,ектенья,1,Greek/Latin,Indo-European/Classical,,,0.88
елена,елена,1,Greek/Latin,Indo-European/Classical,,,0.88
елизавета,елизавета,1,Greek/Latin,Indo-European/Classical,,,0.88
елисей,елисей,1,Greek/Latin,Indo-European/Classical,,,0.88
елисейский,елисейский,1,Greek/Latin,Indo-European/Classical,,,0.88
епархия,епархия,1,Greek/Latin,Indo-European/Classical,,,0.88
аба,аба,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
аббас,аббас,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
абджад,абджад,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
абдрахман,абдрахман,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
авария,авария,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
адмирал,адмирал,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
азан,азан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
айша,айша,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
аладдин,аладдин,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
али-баба,али-баба,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
алим,алим,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
аллах,аллах,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
аль-каида,аль-каида,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
альбаака,альбаака,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
амаль,амаль,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
аманат,аманат,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
амбал,амбал,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
амбра,амбра,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
арак,арак,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
артишок,артишок,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
асьют,асить,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
аятолла,аятолл,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бакалея,бакалея,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бархат,бархат,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бедуин,бедуин,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бязь,бязь,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
вакуф,вакуф,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
газель,газель,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
гашиш,гашиш,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
гусль,гусль,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
джизья,джизие,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
джинн,джинн,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
джирид,джирида,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
джихад,джихад,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
джума,джума,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
дирхам,дирхам,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
жираф,жираф,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
жупан,жупан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
загир,загир,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
закят,закят,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
замиля,замиля,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
захра,захра,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
зипун,зипун,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
зуфар,зуфар,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ибадит,ибадит,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ивиса,ивис,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
идлиб,идлиб,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
изафет,изафет,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
имам,имам,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
интифада,интифада,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
иншааллах,иншааллах,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
